ID,score,area,gender,age,using_time,balance,usage,card,Active,salary,Purchase
5627,,Tainan,Female,35,7,119656.45,2,1,1,,0
5628,654,Taipei,Male,,4,132954.64,1,,1,146715.07,0
5629,681,Taichung,Female,,,105206.7,2,1,1,163558.36,0
5632,632,Taipei,Male,40,,,1,1,,,0
5633,644,Taipei,Male,44,5,73348.56,,,0,,1
5634,821,,,28,,,,1,0,,0
5635,754,Taipei,Female,38,,0,2,0,0,3524.69,0
5636,568,Tainan,,27,,116320.68,1,0,1,45563.94,0
5637,,,Male,,3,0,2,0,1,59103.13,0
5639,,Taipei,Female,,7,0,2,0,0,45779.9,0
5640,523,,Male,61,,66250.71,1,1,1,21859.06,0
5641,477,Taichung,Female,24,2,95675.62,2,0,0,,1
5642,675,,,42,,92616.64,2,1,0,8567.18,0
5644,616,Tainan,,,6,0,,1,1,12916.32,1
5645,738,Tainan,Female,37,8,100565.94,1,1,1,128799.86,0
5646,,Tainan,,42,5,190305.78,1,1,0,,1
5647,,,Female,,9,118536.4,1,1,,40980.87,1
5648,660,,Male,19,5,127649.64,1,1,,,0
5649,525,Taipei,Male,,7,165358.77,1,0,1,94738.54,0
5650,629,Tainan,,29,6,0,2,1,1,,0
5651,616,Taichung,Female,36,10,78249.53,1,,,136934.91,0
5652,521,Taichung,Female,61,0,125193.96,,1,1,109356.53,0
5654,,Taichung,Female,41,2,154007.21,1,,0,158408.23,0
5655,677,,,43,3,133214.88,2,1,1,,0
5656,695,,,63,1,146202.93,,,1,126688.83,1
5657,,,,27,9,0,2,1,0,150850.29,0
5658,496,Taipei,Male,,,90963.49,1,0,1,,0
5660,546,Taipei,Female,52,2,,1,1,0,137332.37,1
5661,706,Tainan,Male,68,,114386.85,1,1,1,28601.68,0
5664,850,Taipei,Female,,2,0,2,1,0,,0
5665,667,Tainan,Male,,4,137260.78,1,0,1,,1
5666,,Taipei,Male,33,9,,,1,,,0
5667,636,,,,,124447.73,,1,1,141364.62,1
5668,672,Taipei,Female,34,8,0,2,1,1,,0
5669,667,Taipei,Male,,7,0,1,,1,108348.94,1
5670,,Taichung,,,7,,2,0,1,171668.2,0
5671,497,,Male,32,8,0,2,1,0,,0
5672,743,Taipei,Female,,6,0,,0,1,107867.38,0
5674,,Tainan,Male,34,5,139393.19,,,0,33950.08,0
5676,766,Taipei,Female,26,3,,,1,1,,0
5677,749,Taipei,Female,,6,0,2,0,1,,0
5678,655,Taichung,Male,,,113447.01,,1,0,82084.3,0
5679,630,Taipei,,33,9,,,,0,64804.59,0
5682,,Tainan,Female,,,82766.43,,1,1,,0
5683,620,Tainan,,29,9,0,,1,0,13133.88,0
5684,615,Taipei,Female,61,1,104267.7,1,1,,62845.64,1
5686,705,Tainan,,47,,63488.7,1,0,,,1
5688,505,Taichung,,37,6,,2,0,1,125307.87,0
5689,471,,Male,23,,104592.55,2,1,0,131736.23,0
5690,,,Female,,4,132088.59,1,1,,,0
5692,,,Male,,5,120654.68,1,,0,82290.81,0
5693,573,Taipei,Female,,,0,2,,,66190.21,0
5694,,,Female,32,,83772.95,1,0,1,23920.65,0
5695,660,Taipei,,,6,,1,,1,,0
5696,787,Taipei,Male,46,7,117685.31,2,1,1,93360.35,0
5697,617,,,41,7,,,0,1,14496.67,0
5698,567,Taipei,,39,5,0,2,0,0,168521.72,0
5700,684,Taipei,Male,35,6,,1,1,1,,0
5701,,,,41,3,0,4,,1,,1
5703,585,Taipei,,,7,0,2,1,0,,0
5704,516,,,42,,56228.25,,1,0,,0
5705,,Taichung,,,6,98792.4,1,1,0,81491.7,1
5706,628,,Male,40,5,181768.32,,,1,,0
5707,682,Tainan,,48,9,101198.01,1,,1,49732.9,0
5708,746,Taipei,Male,,9,0,2,0,1,,0
5709,655,,,60,3,,,1,1,,0
5710,644,Taipei,Female,39,9,0,,1,,,0
5711,778,Taipei,,,,,,,0,67949.32,0
5712,,,Female,35,2,104508.1,1,,1,147636.46,0
5713,660,,Male,35,9,113948.58,1,1,0,,1
5714,537,,Male,47,,0,2,0,1,25482.62,0
5715,554,Taipei,,39,10,0,2,1,,18391.93,0
5716,806,,Male,31,,0,2,0,,140168.36,0
5717,,Taichung,,,,117524.72,2,,1,,0
5718,665,,Female,,5,160389.82,1,0,1,,0
5719,,,Female,37,7,0,,1,0,,0
5720,692,,Male,27,,125547.53,1,0,,7900.46,0
5722,696,Taichung,Male,49,,,2,,0,,1
5723,681,Taipei,Male,34,,0,,,0,,0
5724,687,Taipei,,26,,,,1,1,,0
5726,,,,,1,,1,0,0,142911.99,0
5727,,Tainan,Female,46,8,,,1,0,26287.21,0
5730,488,Taipei,Male,43,10,,1,,,28332,0
5731,539,Taipei,,29,4,0,,1,1,,0
5732,674,Taipei,Male,45,,144889.18,,1,1,,1
5733,,Tainan,Male,40,,0,,1,1,,0
5734,829,Taipei,Female,,,150126.44,1,1,,152107.93,1
5736,585,Tainan,Female,44,4,0,,,,101728.46,0
5737,,,Male,,3,0,,,0,,0
5738,682,,,35,2,,2,,1,16910.98,0
5739,653,,Male,38,8,119315.75,1,1,0,150468.35,0
5740,712,Taipei,Female,,,89571.59,1,1,1,177613.19,0
5741,620,Taichung,,34,8,,1,,,120672.09,0
5742,709,Taipei,Male,42,9,118546.71,1,0,1,,0
5743,832,,,61,2,0,1,0,,127804.66,1
5744,635,,Male,38,0,,,0,,,0
5745,749,Tainan,,,,124209.02,1,1,1,167179.48,0
5746,629,,Male,32,3,,2,1,1,15404.64,0
5747,836,,Female,41,7,150302.84,,,1,,0
5748,542,Tainan,,34,8,108653.93,1,0,1,144725.14,0
5750,844,Taipei,Female,,8,,2,0,0,147342.03,0
5751,747,Taichung,,37,9,135776.36,3,,0,85470.45,1
5753,752,Tainan,,36,3,0,2,1,,48505.1,0
5754,,,,41,6,0,2,0,,101491.23,0
5755,714,,,,,106431.97,2,1,1,164117.69,0
5756,717,,,,9,90305.76,1,,,124626.57,0
5758,681,Taipei,Male,32,3,148884.47,,,,,0
5759,681,Taichung,Female,44,4,91115.76,2,,0,24208.84,1
5760,679,Taichung,Female,,8,77373.87,2,0,1,174873.09,0
5761,528,Tainan,Male,23,7,104744.89,1,1,0,170262.97,0
5762,710,Taipei,Female,,,,2,1,1,112289.06,0
5763,,,Male,,5,,1,1,1,,0
5764,,,Female,,6,0,2,1,1,150026.79,0
5765,726,Taipei,Female,34,0,,,1,1,102036.82,0
5766,,Taipei,Male,30,3,143396.54,2,,1,,0
5767,556,Taipei,Male,40,5,125909.85,1,1,1,,0
5768,579,,Female,45,2,0,2,0,,11514.39,0
5769,674,Taipei,,36,2,154525.7,1,0,,27468.72,0
5770,570,,Female,29,0,0,,1,0,37092.43,0
5771,631,,Male,,8,,1,1,,171587.9,0
5772,623,Tainan,Male,,1,83325.77,,0,1,80828.78,0
5774,,Tainan,Female,36,,113680.54,,,0,13197.44,0
5775,706,Taichung,Male,31,1,117020.08,,,,54439.53,0
5776,619,,,,9,145359.99,1,1,0,,0
5777,593,Taichung,,,,151391.68,,1,0,,1
5778,,,,,8,,1,1,1,,0
5779,,Taipei,,36,,,,1,,97767.63,0
5780,684,Tainan,Male,,2,70291.02,1,,1,,1
5781,,Taichung,Female,42,10,,1,1,0,98293.14,0
5783,669,Tainan,Female,33,8,,2,0,1,128538.05,0
5784,624,Taipei,Male,,7,0,2,1,,108841.83,0
5785,631,,,29,2,0,2,1,1,18581.84,0
5786,753,Taipei,,,4,,2,,1,,0
5787,588,,,,5,0,2,0,,100727.68,0
5788,,,Male,26,,97268.1,2,,0,39356.38,0
5792,809,,,,6,64497.94,3,0,,182436.81,1
5794,763,Tainan,,32,8,0,,1,,,0
5795,669,,Male,,,,,1,1,56875.76,0
5796,709,Taipei,Male,39,8,0,2,1,,56214.09,0
5797,,Tainan,Female,,,0,,1,1,193412.05,0
5798,699,Taipei,,37,,,2,,0,83263.04,0
5799,732,,Male,,0,134249.7,1,0,1,,0
5800,,,Female,45,,0,1,1,1,,1
5801,599,Taipei,Male,,9,105443.68,1,1,1,121124.53,0
5802,584,,Female,50,1,0,,0,,152567.75,1
5803,,Taipei,,,10,,2,,0,10722.54,0
5804,526,Tainan,Male,38,2,0,2,0,,58010.98,0
5805,625,Taichung,Female,,5,86147.46,2,1,0,163440.8,1
5806,537,Tainan,,38,,,1,1,1,102606.92,0
5807,,Tainan,Male,47,1,106758.6,1,1,,80591.18,0
5808,679,Taipei,Female,,,112528.65,2,1,,177362.45,0
5809,,Taipei,,,2,,1,,0,120257.7,1
5810,,,,32,,0,1,,,180622.02,0
5811,495,Tainan,Female,,7,,2,0,0,,0
5813,850,Taipei,,41,,,1,0,,57844.26,0
5814,513,,,30,,0,2,,0,162523.66,0
5815,,Taichung,Female,40,,133245.52,2,1,,,0
5816,802,,,,4,90757.64,2,,1,,0
5817,547,Taipei,Male,43,1,92350.36,,,,80262.91,0
5819,,Taichung,Female,,6,,2,1,1,102628.98,0
5820,546,Taipei,Male,29,5,0,,1,1,94823.95,0
5823,,Tainan,Male,35,2,0,2,1,0,,0
5824,,Taichung,Female,51,7,,,,0,,1
5825,636,Tainan,Male,36,,0,3,1,,74048.1,1
5826,607,Tainan,,62,8,,1,1,1,23386.77,1
5827,,Taichung,,29,0,107712.57,2,1,1,,0
5828,653,Tainan,,35,,0,,,1,45956.05,0
5830,,,,32,9,,1,1,0,103560.98,0
5831,684,,,37,4,138476.41,2,,1,52367.29,0
5832,635,Taipei,,27,8,,1,1,1,152916.05,1
5834,656,,,49,,97092.87,,1,0,,1
5835,,,Male,32,2,,2,1,,,1
5836,609,Tainan,Male,37,5,129312.79,,1,1,26793.82,0
5837,,,,29,10,100315.1,2,,,32526.64,0
5841,,Tainan,,,,0,2,1,1,,0
5842,,Taipei,,49,1,0,1,1,0,,1
5843,608,,,38,9,102406.76,1,0,1,57600.66,0
5844,710,,Male,21,4,109130.96,2,,,56191.99,0
5845,695,Taipei,,29,5,0,2,,1,6770.44,0
5846,,,Male,,,75242.28,,0,1,101694.67,0
5847,509,,,29,1,0,2,,0,69113.14,0
5848,,Taipei,Female,45,4,0,,0,0,172674.36,1
5849,,Taichung,,33,0,129142.54,,,1,26606.28,0
5850,,Taipei,Male,51,,,1,0,0,53353.36,0
5851,,Taichung,,22,6,139129.92,1,,1,63747.51,0
5852,,Tainan,Male,33,,0,2,,,,0
5853,544,Tainan,Male,,,,,0,1,110317.39,0
5854,,Taichung,Male,40,,62389.03,3,1,0,148623.43,1
5855,,Taipei,,34,5,0,2,1,1,125253.46,0
5856,,,Male,,1,91857.66,1,,0,101954.78,1
5857,512,,Male,31,,0,,1,,168462.26,0
5858,,,Female,56,,,1,1,0,26215.85,1
5859,570,Taipei,Female,30,,,1,,0,97045.32,1
5860,,Tainan,,38,,0,1,,1,,0
5862,562,Taipei,Male,48,,92347.96,1,1,1,,0
5863,682,Taipei,Male,40,4,0,2,,,,0
5864,,Taipei,Male,40,,95297.11,1,0,0,171515.84,0
5865,729,Taipei,Female,32,,0,2,,0,150803.44,0
5866,,Taipei,,39,4,,,,,76884.05,0
5867,735,Taipei,Female,53,8,123845.36,2,0,1,,1
5868,627,,Male,62,3,143426.34,2,,1,143104.3,0
5869,,Taipei,Male,,5,0,1,1,1,55701.62,0
5870,,Taichung,Male,31,,112708.2,1,0,1,186370.3,0
5873,658,,,21,7,0,2,0,,154279.87,0
5874,,Taipei,,,9,0,1,1,,,1
5875,597,Taipei,Male,19,,0,2,1,,,0
5876,512,Taipei,Female,33,6,121685.31,,,1,,0
5877,704,Taipei,Male,,2,111525.02,,,0,,0
5878,474,,Male,26,,,2,0,0,152491.22,0
5880,683,Taipei,Male,,6,95696.52,2,1,,,0
5881,,Taipei,Male,28,0,,,1,,189839.93,0
5882,794,Tainan,Male,31,0,144880.34,,0,,175643.44,0
5883,732,,Male,55,,136576.02,1,,1,3268.17,1
5887,607,Taichung,Male,40,5,90594.55,1,0,1,181598.25,0
5888,675,,Female,33,,,1,1,,64815.05,1
5890,727,Taipei,Female,31,2,52192.08,,0,1,160383.47,0
5891,,Taipei,,38,4,124976.19,1,1,,35848.12,0
5893,588,Taichung,Male,35,3,104356.38,1,1,0,94498.82,0
5894,,,,48,,150315.92,1,0,1,133486.36,0
5895,583,Taipei,Male,,,,,1,0,,0
5897,744,Tainan,,30,,128065.12,,1,0,121525.48,0
5898,,,Male,,,107433.48,1,1,0,,0
5899,699,Taipei,,,2,,,,,,0
5900,639,Taipei,Female,27,,,2,0,0,125244.18,0
5901,583,Taipei,Female,27,,0,3,,0,,0
5902,587,,Male,42,,,1,0,,123006.91,0
5904,570,,Female,29,4,153040.03,1,,,131363.57,1
5905,692,Taichung,,45,6,,,,0,188305.85,1
5906,511,,Female,30,,,,1,,143994.86,0
5907,788,,Male,32,4,112079.58,1,0,0,89368.59,0
5909,749,Tainan,Female,46,9,,,1,0,,1
5910,691,Taipei,Female,33,6,0,,1,1,100408.31,0
5911,481,Taipei,Female,39,6,0,,1,,24677.54,0
5912,752,Taipei,,33,4,0,2,,,,0
5913,,,Female,,6,102895.1,,0,,155665.76,0
5915,754,Taichung,Male,27,,117578.35,,0,1,87908.01,0
5918,,,Female,31,1,0,1,,,128954.05,0
5919,600,Taichung,Male,,2,,1,0,,59905.29,0
5922,,Tainan,,,10,0,1,1,1,,0
5923,555,Taipei,Female,44,3,105770.7,3,1,0,60533.96,1
5924,751,Taipei,,48,,,1,,0,137508.42,1
5925,738,Taipei,Female,39,1,94435.45,2,0,1,189430.86,0
5926,706,Taichung,,39,,,1,,1,6723.66,0
5927,595,,Female,53,,0,,,,,1
5928,577,Taichung,Female,43,,,1,,0,,1
5929,578,Taichung,,,8,129745.1,1,1,1,143683.75,0
5930,699,Taipei,Male,,3,0,2,1,1,,0
5933,556,,Female,47,2,,1,,1,,0
5934,,Taipei,,41,4,,1,1,,163150.03,1
5935,,Taipei,Male,34,,,1,0,0,138280.17,0
5936,,Tainan,Male,,2,,2,,0,135067.02,0
5937,588,Tainan,,,9,67178.19,,,1,163534.75,1
5938,,Tainan,Female,,8,0,2,,0,86657.48,0
5939,850,Tainan,,38,,115378.94,,0,,162087.82,0
5941,849,Taipei,,,,0,,1,,,1
5942,612,Taipei,Female,,0,64900.32,,,0,102426.12,0
5943,,Taichung,,53,0,109172.88,,1,0,,1
5944,,,Female,55,,0,2,1,,18369.33,0
5945,696,Taichung,Male,43,4,,1,,,,0
5946,716,Taipei,Female,40,,0,2,0,1,167636.15,0
5947,590,Taipei,Male,32,9,,,1,0,138889.15,0
5948,656,,Female,45,7,145933.27,1,,1,199392.14,0
5949,,Taichung,Female,35,7,,1,1,0,,0
5953,590,Tainan,Male,29,10,,,,1,51907.72,1
5954,,Tainan,Female,,7,,1,1,,47018.75,0
5955,,Taipei,Male,33,0,124781.67,1,,1,33700.52,0
5956,,,Female,39,,,1,1,1,59636.43,1
5957,,Taichung,Female,38,4,,1,1,0,157147.59,0
5958,612,Taichung,Male,76,6,,,,1,191393.26,0
5959,,Taipei,,40,,,,,1,,0
5960,719,,Female,33,7,0,2,1,0,20016.59,0
5961,598,Taipei,Male,,6,,,1,0,30635.52,1
5962,,Tainan,Male,,5,,2,0,1,117832.88,0
5963,579,Taichung,,,0,144386.32,1,1,1,,1
5964,850,,,40,7,,1,,1,747.88,0
5965,,Tainan,,35,6,,1,0,,76870.81,0
5966,,Taipei,Female,30,9,142475.87,1,1,,107848.24,0
5967,,,,,,0,1,,,,0
5968,,,Male,37,2,103195.2,2,1,0,178268.36,0
5969,526,Taipei,Male,28,1,112070.44,1,0,1,,0
5970,542,Taipei,Female,29,,0,2,0,1,196651.72,0
5972,,,Male,,5,0,2,,0,21928.81,0
5973,548,,Male,49,9,108437.89,,,0,127022.87,1
5974,672,Taipei,Male,37,,153195.59,1,1,1,162763.01,0
5975,,,Male,45,8,96877.21,,,1,113950.51,0
5976,,,,44,,,2,,1,104930.46,0
5977,537,Taipei,Female,38,10,0,1,0,0,52337.97,1
5978,,Taipei,Female,40,,95452.89,1,,,179964.55,0
5979,586,,,,3,,1,1,,83753.64,0
5980,677,Taipei,,24,,,2,0,,182913.95,0
5981,558,,Female,,,0,2,,,166720.28,0
5983,655,,Male,37,9,121342.24,1,1,,180241.44,0
5984,619,Taichung,,28,,99152.73,2,1,0,48475.12,0
5986,705,Tainan,Male,,7,68423.89,1,,1,64872.55,0
5987,527,,Female,35,8,,1,1,0,,1
5989,,Taipei,Male,,2,0,2,1,,,0
5991,573,,Female,,9,125321.84,2,1,,130234.63,0
5993,758,Taipei,Female,32,,,1,1,1,75396.43,0
5996,,,,59,5,119380.37,,,1,60429.43,0
5997,,Taichung,Male,,4,108716.59,2,1,1,,0
5999,644,Tainan,,28,0,,2,,0,,0
6000,,Taipei,Female,,6,106596.29,1,,0,91305.77,0
6001,629,,Female,37,10,99546.25,,,1,,1
6002,,Taipei,,30,,,1,1,,193880.6,1
6003,701,,Female,41,2,0,1,1,,47856.78,0
6005,521,Tainan,Female,22,10,0,1,1,,101311.95,0
6006,,Taipei,Female,24,,,2,,,,0
6007,,Taipei,Female,31,5,,2,1,0,26817.23,0
6008,757,Taipei,Male,28,,75381.15,1,1,1,,0
6010,525,,,33,5,,,1,0,161002.29,0
6013,738,Taipei,Female,26,3,0,2,,,,0
6014,,Tainan,,37,4,0,1,,0,121763.68,0
6015,535,Tainan,,48,9,,1,1,0,157358.43,1
6016,615,Tainan,,,4,155766.05,1,,1,110275.17,0
6017,850,,Male,38,7,101985.81,2,0,0,43801.27,0
6018,487,,Female,34,2,,1,0,0,9085,0
6021,609,Taipei,Female,35,2,147900.43,,1,0,140000.29,0
6023,694,Tainan,Female,35,,0,1,,0,133570.43,1
6024,786,Taipei,,33,,,1,0,1,154990.58,1
6028,,Taichung,,,3,140393.65,2,0,1,186285.52,0
6029,,Tainan,,,,142644.64,2,1,,,1
6030,659,Taipei,Female,44,9,23503.31,1,0,1,,1
6031,487,,Male,33,,145729.71,1,1,0,,0
6032,740,Taichung,Female,40,2,122295.17,2,1,1,30812.84,0
6034,612,Tainan,Female,36,5,119799.27,2,1,,159416.58,0
6035,,Tainan,Male,,8,,2,0,,76259.23,0
6036,617,Taipei,Male,,,61687.33,,1,0,105965.25,0
6037,674,Taipei,Female,27,4,79144.34,1,0,1,50743.83,0
6038,711,Tainan,,32,5,0,2,,1,147720.27,0
6040,597,Tainan,Male,26,5,0,,0,1,95159.13,0
6041,682,,Male,,4,0,,1,1,4654.28,0
6042,775,,Male,45,8,0,1,,0,130376.68,0
6043,727,Taipei,Female,29,1,146652.01,1,1,,,0
6045,684,Taipei,Male,46,,0,,1,,36376.97,0
6046,549,,,37,,,2,1,,,0
6047,593,Taichung,Male,,2,,,0,1,105898.69,0
6048,536,Tainan,Male,40,,,2,,1,11959.03,0
6050,592,Tainan,Male,41,0,0,2,1,0,65906.07,0
6051,703,Taipei,,44,6,98862.54,1,1,,,0
6052,723,,Female,45,,,2,,,37214.39,0
6053,,Taichung,Male,52,1,98443.14,2,,,92033.98,0
6054,552,Tainan,Male,,,0,2,0,0,,0
6055,633,Taipei,,47,0,0,,1,1,6342.84,1
6056,,Taichung,Female,23,9,123575.51,1,0,1,95148.28,0
6057,768,Taipei,,,,0,2,1,1,,0
6058,742,Taipei,Male,31,4,105239.1,1,,1,19700.24,0
6059,668,Taichung,Male,56,9,,1,,,134396.64,1
6060,,Tainan,Male,44,3,0,2,1,1,,0
6061,754,Tainan,,39,7,,,1,,133600.89,1
6062,544,Taichung,Male,47,5,,,0,0,99922.08,1
6063,718,,Male,32,8,0,2,1,1,41399.33,0
6064,,Taipei,,,7,117687.35,1,1,1,159344.43,0
6065,,Taipei,,,2,,,1,0,18364.19,0
6067,502,,Male,45,,0,1,0,0,84663.21,0
6068,563,Taipei,,,6,0,,0,,36536.93,0
6069,,Taipei,Female,,,,1,,1,79101.67,0
6070,,Tainan,Male,,2,100549.43,2,,1,,0
6072,625,Tainan,Male,,,,1,1,,48988.28,0
6073,628,Taipei,Male,45,9,0,2,,,96862.56,0
6075,811,Taipei,Female,45,5,,,,1,,0
6076,,,Male,42,,,,0,0,135178.91,0
6079,,,,41,4,82596.8,1,0,,55672.09,0
6080,609,Taichung,Male,,9,103837.75,1,,1,,0
6081,659,,,,2,0,,0,0,162734.31,1
6082,,Taipei,Male,52,8,,,0,1,21228.71,1
6083,725,,Male,,,104149.66,1,1,0,62027.9,0
6084,,Taichung,Male,38,,114141.64,1,,,,1
6086,482,Taichung,,,7,156353.46,,1,0,,1
6087,535,,Male,37,3,,2,1,1,9241.52,0
6088,,,Female,27,9,,1,1,0,153080.4,1
6089,661,Taipei,Female,30,7,0,2,1,0,72196.57,0
6090,771,,Male,27,2,0,,,1,,0
6091,545,Taipei,Male,,,0,2,0,1,156598.23,0
6094,712,Taichung,Male,38,,,,1,1,59115.77,0
6095,589,,Female,31,10,110635.32,,,0,148218.86,0
6096,600,Tainan,,37,8,,,1,1,77142.32,0
6097,642,Taichung,,,,157777.58,,,0,67484.6,0
6098,575,,Male,47,9,107915.94,2,1,,63452.18,1
6100,532,Taichung,Male,52,9,137755.76,1,1,0,163191.99,1
6102,833,,Male,32,6,0,,1,1,44323.22,1
6103,642,Tainan,Female,36,6,0,2,1,1,97938.59,0
6104,,,Male,,10,,2,0,1,,0
6105,736,Taichung,Male,,9,,,1,0,185360.4,1
6106,617,,Female,34,0,131244.65,2,,0,183229.02,0
6107,762,Taichung,Male,,3,125155.83,2,1,1,,0
6108,,Taichung,,35,,,,1,0,167810.26,0
6109,,,Male,41,,,2,,,138536.09,0
6110,581,,Female,,3,105099.45,1,1,,184520,1
6112,648,,,23,,,1,,,,0
6115,627,Taipei,Female,44,,,,1,0,,1
6116,494,Taipei,,40,7,,,0,1,158071.69,0
6118,,Tainan,Male,37,2,0,,1,0,119969.99,0
6120,,Taipei,,,1,0,,1,1,80792.83,0
6122,,Taipei,Male,48,8,0,,1,0,23344.94,0
6123,,Taipei,Male,44,3,116967.68,1,1,0,5075.17,1
6126,,Taichung,Female,,7,93244.42,1,0,1,,0
6127,535,Taipei,Female,29,5,0,2,,,52709.55,0
6128,759,Taipei,,33,2,0,2,1,,56583.88,0
6129,819,Taipei,,35,1,0,,0,1,3385.04,0
6130,,Taichung,,,4,80442.06,2,,1,12537.42,0
6131,632,Taichung,,35,2,150561.03,2,,0,64722.61,0
6132,686,Taipei,,,9,,3,,1,75246.21,1
6133,687,,,34,9,125474.44,1,1,0,198929.84,0
6134,,Taichung,Female,33,4,127076.68,2,,0,,0
6136,,Tainan,Male,37,,128650.11,,1,,163641.53,0
6137,780,Tainan,,,6,145580.61,1,1,1,154598.56,0
6138,652,,Female,51,3,0,,1,0,,1
6139,477,Taipei,,47,,144900.58,,1,0,61315.37,1
6140,652,,Female,,4,0,,1,0,,0
6141,488,Taipei,Female,,8,97588.6,1,0,0,124210.53,0
6142,572,Taipei,Male,24,,0,2,1,1,,0
6143,755,Taipei,Female,38,1,0,2,1,0,,0
6145,693,Tainan,Female,46,3,151709.33,,,0,,0
6146,,,Female,,7,,,,0,,0
6147,738,Tainan,,,3,122134.4,,0,,27867.59,0
6148,,,Male,31,2,137260.45,2,1,,55387.28,0
6149,611,,Female,30,9,,1,,0,196332.45,0
6150,643,,Male,,6,0,,1,1,116046.22,0
6151,,,Male,,,,,1,0,,1
6152,727,,,,10,96997.09,,0,0,76614.04,0
6154,550,,Male,31,,,2,1,1,122221.71,0
6155,754,Taichung,,39,3,160761.41,,,,24156.03,0
6156,759,Taipei,Male,,,0,,,,135394.62,0
6157,794,Tainan,,33,8,0,2,0,,91340.02,0
6158,549,,Male,,3,0,,,0,146090.38,0
6159,671,Taipei,Male,31,0,116234.61,1,1,0,172096.08,0
6160,,,Female,,,155143.52,1,0,1,135034.57,1
6161,632,Taipei,Female,21,1,,2,1,0,84008.66,0
6164,488,,,28,7,139246.22,2,1,0,106799.49,0
6165,710,,Male,58,,170113,2,,1,10494.64,0
6166,619,Tainan,Female,,8,,3,,1,,1
6167,773,Taipei,,,2,145578.28,,0,1,186172.85,0
6168,,,Male,75,7,,,,1,,0
6169,579,Taipei,Female,26,10,162482.76,1,,1,18458.2,0
6170,542,Taipei,Male,29,9,0,1,1,,8342.35,0
6171,709,Taipei,,32,2,,1,,0,138578.37,0
6173,,Taichung,Male,,,,,1,,107155.4,1
6174,769,Taipei,Female,73,1,0,,1,1,29792.11,0
6175,608,Taichung,Male,26,,106648.98,,,,7063.6,0
6177,,,Female,38,,,,1,,,0
6178,731,Taichung,Male,37,,116880.53,,0,,172718.35,1
6181,579,Tainan,,,4,0,,,,32246.63,0
6182,570,Taipei,Male,39,10,,2,1,,80552.36,0
6184,611,,Male,53,3,83568.26,1,0,0,1235.49,0
6185,,Tainan,Male,,4,,2,0,0,50168.41,1
6187,618,,Male,,5,0,,0,,178705.45,1
6188,,Taipei,Male,,3,114370.41,,0,1,66810.48,0
6190,714,Taichung,,,3,,2,1,0,63846.36,0
6191,581,Tainan,Female,43,4,170172.9,1,0,1,100236.02,0
6192,592,Taipei,,27,,0,2,,1,19645.65,0
6194,689,Taichung,,28,2,64808.32,,,,78591.15,0
6196,,Taipei,Female,41,7,0,,,,3756.65,0
6197,698,,Male,,5,95167.55,,1,1,,0
6198,,Taichung,,54,2,,1,1,0,187597.98,1
6199,573,Taichung,,,0,134644.19,1,1,1,70381.49,0
6200,449,Tainan,,33,8,0,,,0,156792.89,0
6201,850,Taichung,Female,31,3,,1,0,0,35534.68,0
6202,612,,Male,41,5,0,,0,0,151256.22,0
6203,690,,Male,49,8,,1,0,1,51011.29,0
6205,498,,Male,33,,198113.86,1,1,,69664.35,0
6207,802,Tainan,Male,,7,,1,0,1,40855.79,0
6208,644,Taipei,Male,33,9,,1,1,,,0
6209,714,,Male,34,10,,2,1,1,80234.14,0
6210,,Taipei,Female,40,9,,,,,189051.59,1
6211,522,,Male,30,,,,1,0,145490.85,0
6212,,Taichung,Female,40,7,117304.29,,0,0,196278.32,0
6213,730,Tainan,Female,62,2,0,2,1,1,162889.1,0
6214,,Taichung,Male,36,,,2,,,174667.58,0
6215,458,Taichung,Male,35,,146780.52,2,1,,3476.38,0
6216,553,Tainan,,41,6,144974.55,1,1,1,19344.92,0
6217,,Taipei,Male,47,,0,,1,0,95270.83,0
6218,693,Taipei,,31,2,,2,1,1,107759.31,0
6220,636,Tainan,Male,37,1,115137.26,1,1,0,,0
6222,513,Taipei,,45,0,164649.52,,1,0,,1
6223,582,Taipei,Male,31,2,0,,1,1,33747.03,0
6225,,Taipei,,,8,,2,1,,,0
6227,,,Male,46,6,123571.77,3,0,1,,1
6228,588,Taipei,Female,34,,120777.88,1,,,131729.52,0
6229,663,Taichung,Male,42,5,,1,1,,79169.73,0
6230,777,,,36,,0,1,1,0,106472.34,0
6233,725,Taichung,Female,47,1,104887.43,,0,0,86622.56,1
6235,540,,,,,0,2,,0,141998.89,0
6236,674,,,36,2,0,2,,1,182787.17,0
6238,630,Taipei,Female,28,1,0,2,1,1,,0
6239,,Taipei,Male,26,3,156815.71,1,1,1,137476.09,0
6240,613,Taipei,,47,6,,1,1,,77146.14,0
6241,558,Taipei,Male,27,,152283.39,,1,,,0
6242,,Taichung,Female,33,1,118897.1,2,1,1,26362.4,0
6243,,Taichung,Male,52,8,96781.39,1,,1,153373.71,0
6244,608,,Male,33,1,102772.67,,1,,,0
6245,670,Tainan,Female,20,4,,2,1,0,119759.24,0
6246,591,,,,8,0,,0,,42392.24,0
6247,633,Taipei,,,,150578,1,0,1,,1
6248,,Taipei,Female,46,1,0,2,,0,82106.19,0
6249,590,Taipei,,,3,0,,,0,171774.5,0
6250,705,Taipei,,48,,,2,,0,149772.61,0
6251,608,,,42,,163548.07,1,1,0,,0
