score,age,using_time,balance,usage,card,Active,salary,num_null,score_isna,gender_isna,age_isna,using_time_isna,balance_isna,usage_isna,card_isna,Active_isna,salary_isna,area_Taichung,area_Tainan,area_Taipei,gender_Female,gender_Male
590.0,32.0,0.0,0.8546402081576249,1.0,1.0,1.0,0.0032995001041632253,4,0,0,0,0,0,0,1,1,1,0,0,0,1,0
653.0,32.0,1.0,-1.5460191025156582,2.0,1.0,1.0,-1.1840247527935752,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0
850.0,31.0,5.0,0.0062819506031097086,1.0,1.0,0.0,1.0275440376847587,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1
701.0,42.0,6.0,0.07306616303818607,1.0,1.0,0.0,1.114383628029223,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
570.0,37.0,2.0,0.9230978496495138,1.0,1.0,1.0,0.0032995001041632253,5,0,0,1,0,0,1,1,0,1,0,0,0,0,1
771.0,37.0,9.0,-0.09004187355682153,1.0,0.0,0.0,-1.3878725233602194,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0
512.0,75.0,2.0,-1.5460191025156582,1.0,1.0,1.0,0.0032995001041632253,4,0,1,0,0,0,0,1,1,1,0,0,1,0,0
653.0,45.0,5.0,0.2774022604831444,1.0,1.0,0.0,0.8776389190664676,6,1,0,0,1,1,1,1,0,0,0,0,0,0,1
656.0,33.0,7.0,0.2774022604831444,2.0,1.0,1.0,0.0032995001041632253,5,0,0,0,0,1,0,1,1,1,0,0,0,0,1
761.0,37.0,5.0,0.9479683575530414,1.0,1.0,1.0,2.070963311226487,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
709.0,30.0,5.0,-1.5460191025156582,1.0,0.0,1.0,0.0032995001041632253,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0
597.0,66.0,5.0,0.2774022604831444,1.0,1.0,1.0,-0.6095148273045338,4,0,0,0,1,1,0,1,0,0,0,0,0,1,0
653.0,28.0,5.0,0.6429715376705524,1.0,1.0,0.0,0.9259404304569491,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0
599.0,41.0,5.0,-1.5460191025156582,2.0,1.0,1.0,0.0032995001041632253,5,0,0,0,1,0,0,1,1,1,0,0,0,1,0
572.0,35.0,1.0,1.0841745094723223,1.0,1.0,0.0,1.7872165225420913,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
634.0,45.0,5.0,0.2774022604831444,4.0,1.0,1.0,0.025566267237563722,4,0,1,0,1,1,0,0,1,0,0,0,1,0,0
653.0,37.0,2.0,1.2390706054094638,1.0,0.0,1.0,1.1895591433328137,4,1,1,1,0,0,0,0,1,0,0,0,1,0,0
696.0,37.0,5.0,-1.5460191025156582,2.0,0.0,0.0,-1.4891751087691978,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0
669.0,38.0,8.0,-1.5460191025156582,2.0,1.0,0.0,-0.3281316636070036,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
497.0,32.0,8.0,0.2774022604831444,4.0,1.0,1.0,0.0032995001041632253,4,0,0,0,0,1,0,1,1,1,1,0,0,1,0
750.0,37.0,5.0,0.7006133332868222,1.0,1.0,0.0,-0.2652924221361302,3,0,0,1,1,0,0,1,0,0,0,1,0,1,0
653.0,37.0,5.0,-1.5460191025156582,1.0,1.0,1.0,0.0032995001041632253,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1
653.0,37.0,5.0,0.2774022604831444,1.0,1.0,0.0,1.0756521540062947,5,1,0,1,1,1,1,0,0,0,1,0,0,0,1
653.0,27.0,5.0,0.8026436519959795,1.0,1.0,1.0,0.3093149295017446,3,1,0,0,1,0,0,1,0,0,0,1,0,1,0
653.0,39.0,5.0,-1.5460191025156582,2.0,0.0,0.0,0.35258109113158603,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1
653.0,52.0,4.0,0.2774022604831444,1.0,1.0,0.0,-0.18597692003372002,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0
676.0,38.0,8.0,-1.5460191025156582,1.0,1.0,1.0,0.0032995001041632253,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1
581.0,37.0,5.0,-0.0799815698143085,1.0,0.0,1.0,-1.4395027615025047,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1
705.0,38.0,5.0,0.2774022604831444,1.0,0.0,1.0,0.14233296384297736,3,0,1,0,1,1,0,0,0,0,0,0,1,0,0
714.0,31.0,6.0,1.3274573852409837,1.0,1.0,1.0,-1.0182179380112264,3,0,1,0,0,0,0,1,1,0,0,1,0,0,0
664.0,37.0,8.0,1.1407437772358762,1.0,1.0,1.0,0.0032995001041632253,3,0,0,1,0,0,0,1,0,1,0,0,1,1,0
697.0,43.0,5.0,0.2774022604831444,1.0,1.0,0.0,-0.7426103962650439,3,0,0,0,1,1,1,0,0,0,1,0,0,0,1
609.0,37.0,5.0,0.2774022604831444,2.0,1.0,1.0,-1.6192038357967764,4,0,0,1,1,1,0,1,0,0,0,0,1,0,1
548.0,37.0,0.0,1.7996466036551453,2.0,1.0,0.0,-1.27771248542868,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
653.0,37.0,5.0,2.3249823204977043,2.0,0.0,1.0,0.0032995001041632253,5,1,1,1,1,0,0,0,0,1,0,1,0,0,0
653.0,37.0,9.0,0.35536590348112174,1.0,1.0,1.0,-1.3585549550560736,4,1,0,1,0,0,0,1,1,0,1,0,0,0,1
653.0,55.0,5.0,0.2774022604831444,2.0,1.0,1.0,0.03548021058347713,4,1,0,0,1,1,0,0,1,0,0,0,1,1,0
710.0,37.0,5.0,-1.5460191025156582,2.0,1.0,0.0,-1.8787776980918063,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0
710.0,33.0,1.0,-1.5460191025156582,2.0,1.0,0.0,1.4260388448437211,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
718.0,37.0,5.0,-1.5460191025156582,2.0,1.0,1.0,0.0032995001041632253,6,0,1,1,1,0,0,1,0,1,0,0,0,0,0
586.0,32.0,1.0,1.2689820693803817,1.0,1.0,1.0,-1.4152055543207167,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1
653.0,36.0,7.0,0.6264180060012167,1.0,1.0,1.0,-0.5889706086081442,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0
653.0,28.0,9.0,0.2774022604831444,2.0,0.0,0.0,-1.3991908188429478,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0
791.0,37.0,5.0,0.5895929838991095,2.0,0.0,1.0,0.0032995001041632253,3,0,0,1,1,0,0,0,0,1,1,0,0,1,0
477.0,36.0,3.0,0.6655690306066122,1.0,0.0,0.0,0.0032995001041632253,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
653.0,37.0,5.0,-1.5460191025156582,2.0,1.0,0.0,1.0837705833913385,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0
850.0,37.0,9.0,0.7558643012230014,1.0,1.0,1.0,0.0032995001041632253,4,0,0,1,0,0,0,1,1,1,1,0,0,0,1
653.0,58.0,1.0,0.2774022604831444,1.0,1.0,1.0,-0.8515282507989589,4,1,0,0,0,1,1,0,0,0,0,0,0,1,0
537.0,59.0,9.0,-1.5460191025156582,2.0,0.0,1.0,0.08302771019815908,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
579.0,39.0,5.0,0.2774022604831444,2.0,1.0,1.0,0.0032995001041632253,5,0,1,0,1,1,0,0,1,1,0,0,1,0,0
651.0,37.0,4.0,0.14024439980878167,1.0,1.0,0.0,1.17856809978591,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0
610.0,25.0,2.0,-1.5460191025156582,1.0,1.0,0.0,0.0032995001041632253,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0
653.0,30.0,1.0,0.2774022604831444,1.0,1.0,0.0,2.074524570047194,4,1,1,0,0,1,1,0,0,0,0,0,1,0,0
592.0,39.0,7.0,-1.5460191025156582,2.0,1.0,1.0,0.0032995001041632253,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1
653.0,35.0,5.0,-1.5460191025156582,1.0,1.0,0.0,-1.5472227740270466,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0
681.0,18.0,1.0,0.3121972211064948,1.0,1.0,1.0,-1.8780559535234196,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
658.0,37.0,5.0,0.2774022604831444,2.0,1.0,0.0,-0.6128933080084127,4,0,0,1,1,1,0,1,0,0,1,0,0,0,1
792.0,34.0,5.0,0.2774022604831444,1.0,0.0,1.0,-0.28064349401885486,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1
528.0,62.0,7.0,0.9568184034295167,1.0,0.0,1.0,1.430088067110721,3,0,1,0,0,0,1,0,1,0,1,0,0,0,0
624.0,37.0,0.0,-1.5460191025156582,2.0,1.0,0.0,0.0032995001041632253,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0
562.0,37.0,4.0,0.8447569053326413,1.0,1.0,1.0,0.9056884902070594,4,0,0,1,0,0,1,1,1,0,1,0,0,0,1
653.0,36.0,1.0,0.6686503873439439,1.0,1.0,1.0,0.0032995001041632253,6,1,1,0,0,0,1,0,1,1,0,0,0,0,0
650.0,37.0,4.0,0.21856542682495558,2.0,1.0,0.0,-0.6402640187401467,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1
593.0,37.0,5.0,-0.1067538041364306,1.0,1.0,1.0,-0.9442363093819068,4,0,0,1,1,0,1,1,0,0,0,1,0,1,0
652.0,37.0,4.0,0.2774022604831444,2.0,1.0,1.0,0.0032995001041632253,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0
554.0,27.0,4.0,0.2774022604831444,1.0,1.0,1.0,0.7342832108508355,3,0,0,0,0,1,1,0,1,0,0,1,0,1,0
653.0,32.0,5.0,-0.7911738870347433,1.0,1.0,1.0,0.7833212472724536,4,1,0,0,1,0,1,0,1,0,1,0,0,0,1
653.0,37.0,7.0,0.6184950541025446,1.0,1.0,1.0,-1.8445584287183685,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1
669.0,30.0,5.0,1.0821778940268143,1.0,1.0,0.0,1.8524381247976833,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
645.0,24.0,3.0,0.2774022604831444,1.0,1.0,1.0,-1.8355512979885187,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
653.0,32.0,9.0,-1.5460191025156582,2.0,1.0,1.0,-0.13855474208911858,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
833.0,37.0,1.0,0.2664975383506339,2.0,0.0,1.0,0.0032995001041632253,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1
653.0,37.0,5.0,0.9029511241947039,2.0,0.0,1.0,0.35680622172286897,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0
653.0,37.0,3.0,0.7029224248744231,1.0,1.0,0.0,0.7750341957067372,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1
653.0,38.0,1.0,0.2774022604831444,2.0,0.0,0.0,-1.1482529103047558,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1
534.0,37.0,1.0,-1.5460191025156582,3.0,1.0,1.0,0.08793315842702129,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
653.0,37.0,5.0,-1.5460191025156582,2.0,0.0,1.0,0.0032995001041632253,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0
595.0,37.0,9.0,1.0173452012620794,1.0,1.0,1.0,0.0032995001041632253,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0
653.0,25.0,5.0,-1.5460191025156582,1.0,1.0,1.0,0.030450897913256426,5,1,1,0,1,0,1,0,1,0,0,0,1,0,0
500.0,34.0,6.0,-1.5460191025156582,1.0,1.0,1.0,0.8422163951198329,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
422.0,41.0,5.0,1.333325097186431,1.0,1.0,1.0,-1.8350325245635346,4,0,0,0,1,0,0,1,1,0,0,0,0,0,1
615.0,35.0,7.0,-1.5460191025156582,2.0,1.0,1.0,1.0611304534418433,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
653.0,37.0,6.0,-0.6528145997503131,1.0,1.0,1.0,0.0032995001041632253,4,1,0,1,0,0,1,0,0,1,0,0,1,1,0
711.0,37.0,1.0,-1.5460191025156582,2.0,1.0,1.0,0.5491046219666033,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0
653.0,36.0,8.0,1.1387294992784276,1.0,1.0,0.0,0.0032995001041632253,3,1,0,0,0,0,1,0,0,1,0,0,1,0,1
650.0,31.0,1.0,1.4710030624677164,2.0,0.0,0.0,0.0032995001041632253,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
743.0,65.0,2.0,0.9330367705972031,1.0,1.0,1.0,-0.07102426501149704,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
567.0,38.0,6.0,0.8530535884680078,2.0,0.0,1.0,-1.1322360930716702,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
706.0,37.0,4.0,0.43095299912781126,1.0,1.0,0.0,0.18502997356916426,4,0,1,1,0,0,1,1,0,0,1,0,0,0,0
638.0,46.0,9.0,1.0819285519699549,1.0,1.0,1.0,-1.2666258893127285,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
653.0,38.0,3.0,-1.5460191025156582,1.0,1.0,1.0,0.34671158201544405,6,1,1,0,0,0,1,1,1,0,0,0,0,0,0
574.0,34.0,5.0,0.2774022604831444,1.0,1.0,1.0,0.0032995001041632253,5,0,0,0,1,1,1,0,1,1,0,0,1,1,0
653.0,37.0,5.0,0.2774022604831444,1.0,0.0,0.0,-1.177459104699445,6,1,0,1,1,1,1,0,0,0,0,0,0,0,1
722.0,35.0,5.0,0.7119936279482787,1.0,1.0,0.0,0.5293774922321168,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
623.0,23.0,1.0,0.4459402042063551,2.0,0.0,1.0,1.9069819876815723,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0
797.0,55.0,10.0,0.2774022604831444,4.0,1.0,1.0,0.0032995001041632253,5,0,1,0,0,1,0,0,1,1,0,0,0,0,0
653.0,51.0,3.0,0.2774022604831444,1.0,1.0,1.0,0.0032995001041632253,5,1,0,0,0,1,0,0,1,1,0,0,0,0,1
850.0,42.0,5.0,0.7057574459399064,1.0,1.0,1.0,-1.0158008119127153,4,0,1,0,1,0,1,1,0,0,1,0,0,0,0
581.0,34.0,5.0,-1.5460191025156582,1.0,0.0,1.0,-0.38795943783637654,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1
653.0,38.0,8.0,0.2774022604831444,1.0,1.0,1.0,-0.014664903315695348,4,1,0,0,0,1,1,0,1,0,1,0,0,0,1
555.0,48.0,3.0,0.2774022604831444,2.0,0.0,1.0,-0.430437030552157,3,0,1,0,0,1,0,0,1,0,1,0,0,0,0
748.0,37.0,5.0,0.2774022604831444,1.0,1.0,0.0,1.3268933742941664,5,0,0,1,1,1,0,1,0,0,0,0,0,1,0
745.0,46.0,7.0,-1.5460191025156582,1.0,1.0,1.0,-0.6670251915150773,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0
730.0,34.0,1.0,-1.5460191025156582,1.0,1.0,1.0,0.0032995001041632253,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1
565.0,44.0,5.0,-1.5460191025156582,2.0,1.0,1.0,-0.2125182594471807,4,0,0,0,1,0,0,1,1,0,0,0,0,1,0
778.0,37.0,5.0,1.1184604515334777,1.0,1.0,1.0,0.0032995001041632253,5,0,1,0,1,0,1,1,0,1,0,0,1,0,0
653.0,37.0,10.0,0.2774022604831444,1.0,1.0,1.0,1.1885725994881104,6,1,1,1,0,1,1,0,1,0,0,0,1,0,0
526.0,37.0,1.0,0.2774022604831444,1.0,0.0,1.0,0.0032995001041632253,5,0,0,1,0,1,1,0,1,1,0,0,1,0,1
653.0,47.0,0.0,0.8325786033497964,2.0,0.0,1.0,0.0032995001041632253,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0
680.0,33.0,5.0,0.49068178963898584,1.0,0.0,1.0,-1.2647443988572686,4,0,0,0,1,0,1,0,1,0,0,0,0,0,1
567.0,37.0,2.0,0.6269129321336717,2.0,0.0,1.0,0.0032995001041632253,4,0,1,1,0,0,0,0,1,1,0,1,0,0,0
564.0,37.0,5.0,0.9507128112700647,1.0,1.0,1.0,-0.42783504458150046,4,0,1,1,0,0,0,1,1,0,0,1,0,0,0
653.0,24.0,5.0,0.2774022604831444,1.0,1.0,1.0,1.4302531503073552,5,1,0,0,1,1,0,1,0,0,0,0,0,1,0
629.0,37.0,5.0,0.9091865546068233,1.0,1.0,1.0,1.2764126814379018,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1
653.0,45.0,5.0,0.2774022604831444,1.0,1.0,1.0,-0.45658720814156284,8,1,1,0,1,1,1,1,1,0,0,0,0,0,0
506.0,32.0,3.0,-1.5460191025156582,1.0,1.0,1.0,0.0032995001041632253,4,0,0,0,0,0,1,0,1,1,0,0,0,1,0
650.0,32.0,1.0,0.9377759607691025,2.0,1.0,1.0,1.6345930478309265,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0
489.0,37.0,2.0,0.8298533153372191,2.0,1.0,1.0,-0.3569937438478009,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
659.0,30.0,8.0,1.350623648641334,1.0,1.0,1.0,-1.23594477127598,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0
753.0,43.0,5.0,0.2774022604831444,2.0,1.0,0.0,0.0032995001041632253,3,0,0,0,1,1,0,0,0,1,0,0,1,1,0
653.0,48.0,8.0,0.8825762892771754,2.0,1.0,1.0,1.2100396603165047,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0
653.0,45.0,5.0,-1.5460191025156582,1.0,1.0,1.0,-1.2809993688986134,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0
653.0,37.0,2.0,1.6056778370219602,2.0,1.0,1.0,-0.7200570755122652,3,1,0,1,0,0,0,0,1,0,0,0,1,1,0
758.0,30.0,3.0,0.2774022604831444,1.0,1.0,0.0,1.1748935934759603,3,0,0,0,0,1,1,1,0,0,0,0,1,1,0
516.0,50.0,7.0,0.2774022604831444,2.0,1.0,1.0,0.0032995001041632253,3,0,0,0,0,1,0,0,1,1,1,0,0,0,1
687.0,44.0,5.0,-1.5460191025156582,1.0,1.0,0.0,0.06725695644353683,3,0,0,0,1,0,1,1,0,0,0,0,1,1,0
653.0,37.0,5.0,0.9654067059109611,1.0,1.0,0.0,-0.6162326517123331,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0
446.0,25.0,5.0,1.013218374137132,1.0,1.0,1.0,1.601537896030728,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1
597.0,60.0,0.0,0.930078675645327,1.0,0.0,0.0,-1.8550082158828651,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
653.0,34.0,5.0,-1.5460191025156582,2.0,1.0,1.0,-1.9967588907491287,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0
805.0,26.0,8.0,-0.7434482765795161,2.0,1.0,1.0,-1.476999754622481,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
653.0,28.0,4.0,0.2774022604831444,2.0,1.0,1.0,0.0032995001041632253,4,1,0,0,0,1,0,0,1,1,0,0,1,1,0
653.0,57.0,4.0,-1.5460191025156582,2.0,1.0,0.0,0.7668849563430022,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0
670.0,37.0,1.0,0.2774022604831444,2.0,1.0,1.0,1.583858172650462,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1
670.0,33.0,2.0,0.2774022604831444,1.0,1.0,0.0,0.0032995001041632253,3,0,0,0,0,1,1,0,0,1,0,0,1,0,1
524.0,25.0,7.0,0.923016113557024,1.0,0.0,0.0,0.0032995001041632253,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
734.0,39.0,3.0,0.1946206976057891,1.0,1.0,1.0,0.0032995001041632253,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0
489.0,51.0,3.0,-1.5460191025156582,2.0,0.0,1.0,1.5464706798601575,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
653.0,31.0,5.0,0.37221763096374755,1.0,0.0,1.0,0.0032995001041632253,5,1,1,0,0,0,1,0,1,1,1,0,0,0,0
622.0,39.0,5.0,0.2774022604831444,2.0,0.0,1.0,0.021878021342522508,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
700.0,28.0,8.0,1.4584940581336492,1.0,0.0,0.0,0.0032995001041632253,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
410.0,50.0,2.0,0.37578978005414393,2.0,1.0,0.0,-0.2079452675424355,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
653.0,58.0,5.0,0.2774022604831444,2.0,0.0,1.0,1.4616839084337376,3,1,0,0,1,1,0,0,0,0,0,1,0,0,1
620.0,35.0,5.0,-0.09938477867605666,1.0,1.0,1.0,0.0032995001041632253,5,0,1,0,1,0,0,1,1,1,1,0,0,0,0
697.0,37.0,10.0,-1.5460191025156582,1.0,1.0,1.0,-0.4179579483046971,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0
786.0,35.0,3.0,-1.5460191025156582,2.0,1.0,0.0,-0.1477723382815121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
850.0,39.0,5.0,0.6052714696311471,1.0,1.0,0.0,-0.002538470418926939,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0
749.0,54.0,3.0,1.1741757180548116,1.0,1.0,0.0,-0.13479613286436434,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
445.0,31.0,7.0,0.2774022604831444,1.0,1.0,1.0,0.0032995001041632253,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1
443.0,50.0,3.0,0.65627629453725,1.0,1.0,0.0,-1.1860017958180833,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
637.0,41.0,2.0,0.2774022604831444,2.0,1.0,0.0,0.0032995001041632253,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1
653.0,45.0,6.0,0.8657140394470104,3.0,1.0,1.0,0.0032995001041632253,4,1,0,0,0,0,0,0,1,1,0,0,0,1,0
653.0,37.0,2.0,-1.5460191025156582,1.0,1.0,0.0,-0.07058896997472262,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1
653.0,41.0,1.0,1.77901378332385,2.0,0.0,1.0,0.541149818549472,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
703.0,37.0,9.0,0.2774022604831444,1.0,1.0,0.0,0.0032995001041632253,4,0,0,1,0,1,0,0,0,1,0,0,0,1,0
684.0,42.0,3.0,0.39329220199261367,1.0,1.0,1.0,-1.4324431128716621,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
653.0,48.0,10.0,0.41711498471976666,3.0,0.0,1.0,0.0032995001041632253,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0
653.0,61.0,5.0,0.2774022604831444,1.0,1.0,1.0,0.0032995001041632253,5,1,0,0,1,1,0,0,0,1,0,0,0,0,1
777.0,35.0,3.0,0.2774022604831444,2.0,1.0,1.0,-1.7185660170748251,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0
676.0,37.0,5.0,-0.029721764693772867,1.0,0.0,0.0,0.033025821064792585,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1
653.0,37.0,2.0,1.495837681650174,1.0,1.0,0.0,-0.311038995226118,5,1,0,1,0,0,1,1,0,0,0,0,0,1,0
653.0,24.0,5.0,0.2774022604831444,1.0,1.0,1.0,0.0032995001041632253,6,1,1,0,1,1,0,0,1,1,0,0,1,0,0
588.0,38.0,5.0,0.7890262310881258,1.0,1.0,0.0,0.0032995001041632253,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
653.0,37.0,1.0,-1.5460191025156582,2.0,1.0,1.0,0.9694293399057038,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1
537.0,42.0,1.0,2.034758876559844,1.0,1.0,1.0,0.5692222889985499,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1
653.0,53.0,2.0,1.1582986230129768,1.0,1.0,0.0,0.0032995001041632253,3,1,0,0,0,0,1,0,0,1,0,1,0,0,1
769.0,48.0,2.0,0.26799903976462364,2.0,1.0,1.0,2.041666976826574,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
690.0,33.0,5.0,-1.5460191025156582,2.0,1.0,0.0,0.7953608709725052,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0
497.0,37.0,6.0,0.5541125674932242,2.0,1.0,1.0,0.0032995001041632253,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1
653.0,37.0,5.0,-1.5460191025156582,2.0,1.0,0.0,-1.984993642399851,5,1,0,1,1,0,0,1,0,0,0,0,0,0,1
653.0,37.0,9.0,0.2774022604831444,1.0,0.0,0.0,0.0483904243570776,6,1,1,1,0,1,1,0,0,0,0,0,0,0,0
669.0,37.0,1.0,0.2774022604831444,1.0,1.0,1.0,1.300046016849114,5,0,1,0,0,1,1,1,0,0,0,0,0,0,0
631.0,37.0,0.0,-1.5460191025156582,1.0,0.0,1.0,-0.2467210829536144,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0
537.0,37.0,5.0,0.9311444391317679,1.0,1.0,0.0,1.387813237362812,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0
732.0,62.0,2.0,0.2774022604831444,2.0,1.0,1.0,0.0032995001041632253,4,0,0,0,0,1,0,1,1,1,0,0,1,0,1
844.0,56.0,5.0,0.3241346364903238,1.0,0.0,1.0,0.0032995001041632253,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
838.0,35.0,0.0,-1.5460191025156582,2.0,1.0,1.0,2.0295967513233633,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
652.0,27.0,10.0,0.47020774401609045,1.0,0.0,0.0,0.0032995001041632253,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0
660.0,33.0,0.0,0.2774022604831444,1.0,0.0,0.0,1.6912299075104777,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0
692.0,44.0,8.0,-1.5460191025156582,1.0,0.0,1.0,1.2336055468554479,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
588.0,35.0,0.0,-1.5460191025156582,2.0,1.0,1.0,1.1589927300140288,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
533.0,37.0,10.0,0.2774022604831444,1.0,1.0,0.0,-1.1649371382924558,3,0,0,1,0,1,0,1,0,0,1,0,0,1,0
850.0,43.0,5.0,1.4839759895888123,1.0,1.0,1.0,0.8381178352518207,4,0,1,0,1,0,1,1,0,0,0,0,1,0,0
511.0,27.0,5.0,0.2774022604831444,1.0,1.0,1.0,-1.0559091589022742,4,0,1,0,1,1,1,0,0,0,0,0,1,0,0
530.0,37.0,6.0,0.2774022604831444,2.0,0.0,0.0,-0.9142663189614286,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0
554.0,37.0,1.0,-1.5460191025156582,2.0,0.0,1.0,1.93289172253187,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
585.0,37.0,3.0,1.5028500746886042,2.0,1.0,0.0,0.774768771903826,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0
754.0,39.0,3.0,-0.13872407814277346,1.0,0.0,0.0,-1.3610778343246859,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0
474.0,37.0,3.0,-1.5460191025156582,1.0,1.0,0.0,0.0032995001041632253,4,0,1,1,0,0,1,0,0,1,0,0,1,0,0
837.0,35.0,0.0,1.1604339079671229,1.0,1.0,0.0,0.947488055216109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
